Id,Row1,Row2,Row3,Cost1,Cost2
8315,C,A1,B11,3000,70558
8316,E,D1,C11,3000,79485
8317,C,B1,F11,3000,282002
8318,C,A1,A11,40000,245343
8319,E,C1,A11,3000,282511
8320,E,D1,C11,40000,121216
8321,D,F1,F11,40000,138111
8322,B,F1,D11,3000,217361
8323,D,C1,D11,40000,233018
8324,D,E1,A11,3000,36682
8325,B,D1,F11,3000,289296
8326,C,B1,A11,40000,89772
8327,B,A1,F11,3000,131908
8328,F,D1,D11,40000,292784
8329,B,F1,F11,3000,16686
8330,A,E1,B11,40000,59005
8331,E,E1,D11,3000,165763
8332,D,D1,F11,40000,8701
8333,C,C1,A11,40000,84143
8334,C,D1,D11,3000,146411
8335,E,B1,C11,40000,198236
8336,A,A1,F11,40000,9853
8337,C,A1,D11,40000,21970
8338,A,C1,D11,40000,253847
8339,A,A1,A11,40000,151270
8340,A,B1,B11,40000,272550
8341,A,F1,F11,3000,63037
8342,A,D1,A11,3000,49577
8343,C,D1,C11,3000,142427
8344,E,F1,E11,3000,31657
8345,D,D1,F11,40000,168364
8346,E,B1,F11,3000,43922
8347,D,E1,D11,40000,70502
8348,E,C1,C11,40000,109156
8349,E,B1,A11,3000,71737
8350,E,A1,A11,3000,159483
8351,E,F1,F11,40000,181057
8352,E,B1,C11,3000,136722
8353,A,C1,C11,3000,219211
8354,F,B1,B11,3000,285997
8355,B,C1,C11,40000,234361
8356,C,B1,C11,3000,188061
8357,F,E1,C11,3000,106407
8358,B,B1,F11,3000,10414
8359,F,C1,E11,40000,268611
8360,F,D1,A11,40000,104209
8361,A,B1,F11,3000,213256
8362,B,E1,E11,40000,232302
8363,E,E1,F11,40000,211038
8364,B,F1,C11,3000,259432
8365,C,D1,E11,3000,165143
8366,A,E1,B11,40000,80457
8367,D,E1,E11,40000,49040
8368,E,B1,F11,40000,284536
8369,E,F1,D11,3000,139953
8370,B,E1,B11,40000,118561
8371,D,C1,A11,40000,293955
8372,E,F1,B11,40000,137644
8373,B,E1,A11,40000,26678
8374,B,A1,A11,40000,27365
8375,B,D1,A11,40000,232921
8376,C,A1,F11,40000,71746
8377,B,F1,F11,3000,187
8378,D,B1,D11,40000,119884
8379,F,D1,A11,3000,282487
8380,D,B1,B11,3000,281859
8381,A,A1,C11,3000,90082
8382,C,E1,E11,40000,279910
8383,F,C1,F11,40000,289822
8384,A,A1,C11,40000,83201
8385,C,C1,E11,40000,49339
8386,F,D1,C11,40000,227962
8387,E,A1,D11,3000,218614
8388,D,E1,B11,40000,146228
8389,A,F1,F11,40000,175595
8390,C,D1,D11,40000,222842
8391,E,C1,C11,3000,129433
8392,D,C1,B11,40000,213788
8393,F,D1,B11,40000,243951
8394,C,E1,C11,40000,5277
8395,A,B1,C11,3000,105796
8396,C,D1,E11,3000,117683
8397,D,C1,A11,40000,26820
8398,E,C1,B11,3000,74107
8399,B,F1,C11,40000,207048
8400,D,D1,D11,3000,98516
8401,A,A1,F11,40000,2111
8402,D,E1,B11,3000,135355
8403,D,A1,A11,3000,10407
8404,D,D1,C11,3000,271833
8405,B,B1,F11,40000,263269
8406,B,E1,F11,3000,53803
8407,D,F1,A11,40000,242148
8408,E,D1,F11,3000,219344
8409,E,A1,B11,40000,121047
8410,A,C1,E11,40000,15015
8411,F,D1,D11,40000,258403
8412,B,F1,A11,3000,95362
8413,C,B1,A11,40000,206401
8414,C,D1,E11,3000,262104
8415,C,E1,A11,40000,45246
8416,F,E1,C11,40000,273021
8417,D,F1,C11,40000,224598
8418,E,A1,D11,3000,21545
8419,C,C1,F11,3000,59469
8420,A,E1,E11,3000,221333
8421,B,B1,C11,3000,1241
8422,D,E1,A11,40000,65389
8423,E,B1,C11,40000,75853
8424,F,E1,C11,40000,205193
8425,F,B1,A11,40000,178627
8426,C,C1,A11,40000,122062
8427,D,F1,E11,3000,82265
8428,B,F1,C11,3000,177467
8429,D,B1,B11,3000,180333
8430,E,F1,F11,3000,256559
8431,C,F1,C11,40000,115076
8432,B,A1,D11,3000,146324
8433,F,E1,A11,3000,297993
8434,C,D1,B11,40000,145124
8435,C,B1,F11,3000,156851
8436,A,C1,E11,40000,232280
8437,C,B1,B11,40000,18688
8438,B,C1,A11,40000,184109
8439,F,F1,B11,40000,9993
8440,D,F1,F11,40000,218584
8441,D,E1,C11,40000,4431
8442,F,D1,B11,3000,261414
8443,A,D1,B11,3000,119673
8444,C,A1,C11,40000,96613
8445,D,A1,D11,40000,142155
8446,F,A1,B11,40000,205723
8447,D,A1,C11,40000,251559
8448,E,C1,D11,3000,290807
8449,B,A1,D11,40000,256220
8450,B,C1,A11,3000,141369
8451,F,D1,F11,3000,200539
8452,B,C1,A11,40000,215226
8453,A,C1,F11,40000,173491
8454,F,F1,C11,3000,147155
8455,F,B1,A11,3000,160665
8456,C,E1,D11,3000,1631
8457,A,D1,C11,40000,194560
8458,A,B1,C11,3000,227687
8459,F,C1,D11,40000,233700
8460,B,B1,E11,40000,295857
8461,D,F1,F11,40000,92082
8462,E,C1,B11,3000,232719
8463,D,D1,B11,40000,61710
8464,A,E1,E11,40000,15844
8465,E,C1,A11,3000,126528
8466,A,C1,C11,3000,195435
8467,E,F1,F11,40000,294841
8468,A,B1,E11,40000,34974
8469,D,B1,E11,40000,79122
8470,E,B1,D11,3000,85032
8471,D,B1,C11,40000,154432
8472,A,E1,F11,3000,294603
8473,B,F1,E11,40000,216233
8474,E,F1,E11,3000,105373
8475,A,B1,C11,3000,10740
8476,B,F1,E11,3000,121910
8477,B,E1,F11,40000,201104
8478,E,B1,C11,40000,25489
8479,D,C1,A11,3000,290836
8480,D,C1,F11,3000,159481
8481,E,A1,E11,3000,69043
8482,D,A1,F11,40000,109103
8483,E,B1,A11,40000,173524
8484,D,D1,C11,3000,56749
8485,A,C1,B11,3000,255430
8486,A,F1,B11,3000,143358
8487,F,B1,C11,3000,104336
8488,E,E1,F11,40000,77747
8489,E,E1,A11,40000,191143
8490,A,F1,F11,3000,108479
8491,F,F1,A11,40000,164795
8492,B,E1,F11,3000,282046
8493,B,A1,B11,3000,241659
8494,A,D1,D11,40000,133977
8495,D,C1,C11,3000,141467
8496,F,F1,C11,40000,242997
8497,A,C1,F11,40000,73566
8498,A,F1,E11,40000,275896
8499,E,A1,E11,40000,64621
8500,F,C1,C11,40000,253394
8501,D,A1,E11,40000,243218
8502,E,A1,F11,3000,257332
8503,C,C1,E11,3000,180927
8504,D,B1,D11,40000,35012
8505,B,B1,D11,3000,107443
8506,D,F1,B11,40000,8243
8507,B,C1,A11,40000,152847
8508,A,C1,D11,3000,93008
8509,F,C1,C11,40000,270870
8510,D,A1,B11,3000,117156
8511,E,C1,B11,3000,46986
8512,A,B1,F11,40000,198797
8513,B,D1,F11,3000,72541
8514,F,A1,F11,40000,255437
8515,D,F1,E11,3000,188055
8516,F,C1,F11,3000,268979
8517,E,C1,C11,3000,17567
8518,B,A1,D11,3000,299713
8519,D,D1,D11,3000,103564
8520,F,C1,F11,40000,175649
8521,C,C1,A11,3000,265717
8522,F,A1,F11,3000,251230
8523,D,B1,D11,3000,17731
8524,E,A1,A11,3000,289091
8525,F,E1,A11,3000,154042
8526,B,C1,E11,40000,136885
8527,A,A1,F11,40000,9270
8528,E,A1,B11,40000,53279
8529,B,F1,E11,40000,53839
8530,B,D1,C11,3000,213296
8531,C,D1,B11,3000,74686
8532,D,D1,B11,3000,147644
8533,B,F1,D11,40000,24978
8534,A,A1,E11,3000,29879
8535,C,E1,C11,40000,93360
8536,E,E1,E11,3000,68108
8537,F,E1,D11,3000,283600
8538,D,D1,F11,40000,294007
8539,D,C1,A11,3000,214645
8540,A,A1,F11,40000,189578
8541,D,A1,A11,3000,284784
8542,A,A1,A11,40000,297544
8543,C,D1,A11,3000,143626
8544,C,A1,C11,40000,290674
8545,B,F1,D11,40000,239189
8546,F,D1,A11,3000,155919
8547,F,C1,B11,40000,109652
8548,F,B1,B11,3000,258535
8549,E,D1,C11,3000,89963
8550,B,E1,B11,40000,292278
8551,A,D1,A11,40000,95022
8552,A,D1,F11,40000,51954
8553,F,E1,C11,3000,269527
8554,B,A1,C11,3000,250680
8555,B,A1,D11,3000,232268
8556,D,A1,C11,3000,193508
8557,A,B1,B11,3000,122132
8558,D,C1,B11,40000,233589
8559,B,D1,F11,3000,108819
8560,D,D1,A11,3000,239842
8561,B,A1,D11,3000,207202
8562,D,E1,E11,3000,202142
8563,D,A1,F11,40000,237855
8564,F,D1,B11,40000,265550
8565,E,E1,C11,3000,102251
8566,E,F1,F11,3000,46634
8567,B,F1,D11,40000,4973
8568,A,C1,D11,40000,40349
8569,B,A1,B11,3000,247489
8570,A,A1,E11,40000,65828
8571,C,A1,F11,40000,290666
8572,B,E1,C11,3000,113405
8573,B,C1,F11,40000,15192
8574,D,D1,D11,3000,138943
8575,D,E1,D11,40000,119927
8576,E,D1,E11,40000,105304
8577,B,E1,F11,3000,279284
8578,C,A1,B11,40000,275688
8579,D,E1,E11,40000,27888
8580,F,A1,E11,40000,264615
8581,C,C1,C11,40000,11357
8582,D,E1,E11,3000,261272
8583,C,D1,B11,40000,240477
8584,F,D1,F11,3000,236846
8585,B,D1,A11,3000,181870
8586,A,C1,E11,40000,116831
8587,A,B1,C11,3000,249841
8588,F,F1,C11,3000,215656
8589,B,E1,B11,3000,112893
8590,D,B1,C11,40000,94405
8591,C,E1,D11,40000,22717
8592,B,A1,B11,3000,99616
8593,D,E1,D11,40000,153609
8594,E,C1,A11,3000,50682
8595,C,A1,B11,3000,288080
8596,F,F1,E11,3000,207701
8597,C,C1,B11,3000,119577
8598,A,F1,E11,3000,49733
8599,F,F1,A11,3000,218698
8600,E,B1,A11,3000,74613
8601,C,F1,F11,3000,276549
8602,D,D1,B11,3000,206153
8603,D,D1,B11,40000,128459
8604,C,A1,A11,40000,142079
8605,F,B1,F11,3000,80812
8606,C,C1,C11,40000,9669
8607,F,F1,C11,3000,76915
8608,E,F1,B11,40000,257880
8609,A,D1,B11,3000,150010
8610,B,C1,A11,40000,43884
8611,E,B1,A11,3000,166884
8612,D,E1,B11,3000,245247
8613,E,C1,E11,40000,87198
8614,E,D1,B11,40000,194409
8615,D,C1,E11,40000,6560
8616,C,E1,B11,3000,251429
8617,B,D1,D11,40000,138387
8618,F,E1,B11,40000,88376
8619,F,F1,F11,3000,73783
8620,F,F1,E11,40000,233854
8621,B,B1,A11,3000,162804
8622,F,E1,A11,3000,186703
8623,C,C1,C11,40000,278020
8624,A,B1,C11,3000,16244
8625,A,A1,E11,40000,158980
8626,D,E1,E11,3000,289226
8627,C,F1,B11,3000,218634
8628,A,F1,C11,3000,230256
8629,D,A1,F11,40000,136118
8630,A,B1,D11,3000,17287
8631,F,E1,A11,3000,234945
8632,F,D1,F11,40000,287560
8633,D,E1,F11,40000,222267
8634,F,F1,C11,40000,115579
8635,D,D1,A11,40000,28784
8636,E,E1,B11,3000,53506
8637,D,A1,D11,40000,202862
8638,C,E1,A11,40000,171696
8639,A,D1,E11,40000,70777
8640,F,D1,A11,40000,236465
8641,E,F1,C11,40000,258446
8642,B,F1,B11,3000,299591
8643,F,D1,D11,40000,182027
8644,B,F1,E11,3000,191643
8645,F,D1,E11,40000,229347
8646,D,C1,B11,40000,276348
8647,C,F1,C11,40000,263794
8648,A,D1,A11,40000,263952
8649,D,B1,E11,3000,42717
8650,A,C1,D11,40000,143225
8651,E,E1,E11,3000,164053
8652,A,F1,A11,3000,120872
8653,D,C1,C11,3000,115143
8654,E,D1,D11,3000,75974
8655,D,A1,A11,3000,230747
8656,D,A1,D11,40000,286215
8657,B,B1,C11,3000,209444
8658,F,E1,E11,3000,272976
8659,F,C1,D11,40000,38750
8660,C,A1,B11,40000,114046
8661,F,E1,C11,3000,283746
8662,D,D1,D11,40000,267372
8663,D,C1,D11,3000,41441
8664,D,B1,A11,3000,115920
8665,A,E1,C11,3000,277686
8666,E,A1,F11,3000,225128
8667,C,D1,E11,3000,29342
8668,A,E1,E11,40000,14646
8669,A,E1,E11,3000,126878
8670,E,E1,B11,3000,87603
8671,D,D1,B11,40000,227805
8672,D,B1,A11,3000,65266
8673,F,D1,D11,3000,43952
8674,F,F1,B11,3000,75116
8675,D,B1,E11,3000,30121
8676,D,B1,C11,3000,98339
8677,D,A1,B11,3000,15434
8678,F,B1,E11,3000,193372
8679,D,F1,E11,3000,40514
8680,E,A1,E11,3000,210638
8681,B,F1,C11,40000,136817
8682,D,F1,B11,3000,256963
8683,B,D1,C11,3000,136906
8684,F,D1,F11,40000,144519
8685,A,F1,A11,40000,4633
8686,B,B1,B11,3000,182399
8687,D,C1,E11,3000,204543
8688,C,B1,D11,3000,267721
8689,E,A1,F11,3000,205354
8690,B,A1,A11,40000,261271
8691,F,E1,D11,3000,107048
8692,F,F1,D11,40000,96450
8693,A,C1,E11,3000,144262
8694,F,A1,D11,40000,235397
8695,B,B1,B11,3000,112461
8696,C,B1,C11,3000,162488
8697,C,B1,B11,3000,166504
8698,F,F1,C11,40000,96372
8699,C,A1,D11,40000,250382
8700,C,D1,B11,40000,277703
8701,E,B1,B11,40000,247059
8702,B,F1,D11,3000,237134
8703,E,E1,D11,40000,43406
8704,A,F1,A11,40000,180494
8705,F,B1,E11,40000,258221
8706,B,F1,C11,40000,122221
8707,C,A1,F11,40000,263781
8708,B,C1,C11,40000,89276
8709,B,C1,A11,40000,133639
8710,F,A1,E11,3000,281125
8711,D,F1,C11,3000,245520
8712,B,F1,B11,40000,268535
8713,B,C1,C11,40000,85990
8714,F,C1,B11,40000,18057
8715,A,A1,F11,40000,101197
8716,A,B1,A11,3000,1012
8717,B,A1,E11,3000,82800
8718,A,B1,E11,3000,117457
8719,B,C1,D11,3000,145419
8720,F,B1,F11,40000,204893
8721,F,A1,A11,40000,140889
8722,E,E1,A11,3000,114478
8723,D,A1,B11,40000,90413
8724,D,E1,A11,3000,81400
8725,D,D1,D11,40000,17589
8726,E,C1,F11,3000,68017
8727,B,A1,C11,3000,233391
8728,E,A1,D11,40000,31944
8729,F,B1,A11,40000,213268
8730,B,F1,D11,3000,228758
8731,D,C1,B11,40000,242983
8732,F,C1,D11,40000,111782
8733,D,B1,D11,40000,285946
8734,A,A1,B11,40000,252810
8735,E,C1,C11,40000,151225
8736,F,D1,E11,40000,276207
8737,C,C1,E11,3000,159091
8738,A,D1,B11,40000,203268
8739,A,B1,F11,3000,147384
8740,C,A1,A11,40000,136500
8741,F,C1,E11,3000,214201
8742,A,E1,F11,3000,233143
8743,D,B1,F11,40000,111194
8744,D,C1,E11,40000,168063
8745,F,A1,A11,40000,220547
8746,E,E1,B11,40000,39426
8747,F,E1,D11,3000,117518
8748,D,E1,D11,3000,214774
8749,F,A1,D11,3000,117510
8750,A,D1,A11,40000,60769
8751,F,E1,D11,3000,235796
8752,A,A1,F11,40000,53642
8753,C,C1,E11,40000,286411
8754,F,B1,D11,40000,35080
8755,E,B1,E11,3000,274050
8756,A,D1,A11,3000,254248
8757,B,C1,B11,3000,286751
8758,A,D1,C11,40000,57361
8759,F,D1,D11,3000,179121
8760,B,B1,D11,40000,220557
8761,A,D1,E11,40000,179513
8762,E,D1,F11,3000,254202
8763,D,E1,D11,40000,47810
8764,F,C1,B11,3000,158097
8765,F,D1,D11,3000,191587
8766,E,C1,C11,40000,121523
8767,C,A1,C11,40000,31687
8768,F,D1,F11,40000,68404
8769,B,B1,C11,40000,55986
8770,A,C1,F11,40000,92650
8771,B,B1,D11,40000,219665
8772,A,A1,F11,40000,50002
8773,C,B1,C11,40000,247899
8774,E,A1,B11,40000,26312
8775,A,E1,D11,3000,134630
8776,E,B1,B11,3000,11949
8777,B,E1,C11,3000,175446
8778,E,C1,F11,40000,284840
8779,C,D1,F11,40000,294218
8780,C,C1,F11,3000,101583
8781,E,B1,C11,3000,85437
8782,F,F1,B11,3000,288334
8783,A,E1,B11,40000,13791
8784,D,A1,F11,3000,88802
8785,F,F1,E11,3000,96799
8786,A,E1,C11,3000,254850
8787,A,D1,C11,3000,169943
8788,F,E1,E11,40000,299041
8789,F,D1,A11,3000,24199
8790,B,F1,C11,3000,21903
8791,B,E1,C11,40000,10983
8792,C,E1,E11,40000,127306
8793,E,E1,D11,40000,279038
8794,A,F1,B11,40000,223632
8795,D,A1,D11,40000,83443
8796,A,F1,D11,3000,104266
8797,C,C1,B11,3000,271969
8798,E,B1,E11,40000,209462
8799,E,B1,C11,40000,29781
8800,C,E1,B11,40000,215541
8801,C,F1,B11,3000,298696
8802,E,B1,B11,40000,62875
8803,A,A1,F11,40000,199843
8804,E,D1,E11,3000,144976
8805,A,A1,B11,3000,231895
8806,E,A1,C11,40000,114421
8807,A,E1,F11,40000,295103
8808,F,C1,E11,40000,258515
8809,E,B1,D11,3000,266774
8810,E,F1,A11,40000,177349
8811,D,B1,E11,3000,107993
8812,D,E1,C11,3000,127819
8813,E,E1,D11,40000,288761
8814,C,E1,A11,3000,194126
8815,A,B1,F11,3000,67172
8816,C,C1,D11,3000,153207
8817,A,E1,B11,3000,151328
8818,C,F1,A11,3000,168040
8819,F,F1,E11,3000,92872
8820,E,E1,D11,40000,196243
8821,C,C1,C11,3000,163110
8822,C,C1,D11,40000,103288
8823,A,D1,E11,3000,96522
8824,A,B1,A11,40000,232183
8825,C,D1,D11,3000,136396
8826,D,E1,E11,40000,96565
8827,C,C1,C11,3000,819
8828,E,D1,A11,40000,266589
8829,D,F1,C11,40000,15525
8830,D,D1,C11,40000,124548
8831,C,C1,F11,3000,58184
8832,A,B1,C11,3000,225809
8833,F,A1,C11,3000,32971
8834,B,E1,A11,40000,201362
8835,D,F1,C11,40000,128527
8836,F,F1,E11,3000,78261
8837,B,B1,A11,40000,72752
8838,A,B1,E11,3000,24941
8839,E,D1,C11,40000,260228
8840,E,E1,E11,3000,195301
8841,E,B1,F11,40000,96417
8842,C,D1,E11,40000,203134
8843,F,B1,F11,40000,130713
8844,C,B1,C11,3000,20303
8845,A,E1,B11,40000,112405
8846,A,C1,D11,3000,134426
8847,B,C1,E11,3000,112258
8848,B,F1,A11,40000,215207
8849,F,E1,C11,40000,175056
8850,A,E1,D11,3000,225839
8851,C,A1,C11,3000,242708
8852,A,B1,D11,40000,131504
8853,C,A1,F11,3000,37538
8854,F,B1,F11,3000,48089
8855,D,B1,F11,40000,217602
8856,C,D1,C11,40000,119524
8857,B,E1,F11,40000,155433
8858,B,E1,E11,40000,141836
8859,B,D1,E11,3000,99990
8860,D,C1,F11,40000,192193
8861,C,C1,E11,3000,168139
8862,A,A1,A11,40000,188162
8863,D,E1,D11,40000,127296
8864,D,E1,F11,3000,72831
8865,C,E1,B11,40000,269022
8866,E,A1,B11,3000,122807
8867,E,E1,C11,3000,144018
8868,C,D1,D11,40000,114889
8869,F,D1,D11,40000,284998
8870,E,D1,B11,3000,21345
8871,F,E1,F11,3000,175578
8872,C,B1,D11,40000,18780
8873,C,F1,C11,40000,70346
8874,A,B1,D11,40000,227343
8875,F,A1,A11,40000,278497
8876,A,C1,A11,40000,28891
8877,C,C1,D11,3000,268380
8878,B,A1,B11,40000,164449
8879,C,A1,E11,3000,114985
8880,B,F1,C11,3000,165073
8881,A,D1,D11,3000,120739
8882,F,D1,A11,3000,16128
8883,C,D1,D11,3000,258435
8884,B,A1,A11,3000,52570
8885,B,C1,C11,40000,259597
8886,A,F1,D11,3000,82606
8887,B,A1,E11,40000,137392
8888,D,A1,A11,40000,168343
8889,C,C1,D11,40000,221804
8890,F,D1,D11,40000,252121
8891,E,A1,A11,40000,260338
8892,E,C1,B11,3000,9962
8893,E,F1,E11,3000,124704
8894,C,F1,C11,3000,50231
8895,C,C1,A11,40000,98036
8896,E,F1,F11,40000,258417
8897,E,F1,A11,3000,167607
8898,B,D1,D11,3000,217377
8899,E,C1,C11,40000,139869
8900,E,C1,F11,40000,145731
8901,C,E1,E11,40000,282277
8902,E,A1,A11,40000,194771
8903,D,D1,C11,3000,45023
8904,C,D1,D11,40000,156444
8905,D,F1,C11,40000,152663
8906,F,F1,A11,3000,160331
8907,D,F1,F11,40000,151957
8908,E,D1,A11,40000,279587
8909,F,B1,C11,40000,17635
8910,F,D1,C11,40000,209401
8911,E,B1,C11,40000,261499
8912,F,E1,C11,3000,238143
8913,A,E1,F11,3000,102970
8914,A,E1,B11,40000,195681
8915,E,A1,A11,3000,290557
8916,E,B1,C11,40000,50391
8917,A,A1,B11,3000,223335
8918,F,D1,C11,3000,197622
8919,A,F1,A11,40000,124204
8920,C,C1,B11,3000,123418
8921,E,F1,C11,3000,286662
8922,E,D1,A11,3000,147079
8923,E,C1,C11,3000,11736
8924,C,A1,D11,40000,286693
8925,B,B1,C11,40000,285089
8926,C,A1,E11,40000,196274
8927,A,E1,D11,40000,111277
8928,F,B1,E11,3000,219807
8929,F,C1,E11,40000,13764
8930,D,C1,F11,3000,119198
8931,E,F1,D11,3000,34005
8932,F,E1,E11,3000,253181
8933,A,E1,D11,3000,44326
8934,E,D1,D11,40000,175008
8935,C,A1,B11,40000,197847
8936,C,B1,F11,40000,198534
8937,C,C1,D11,40000,299870
8938,D,A1,A11,3000,157865
8939,C,C1,A11,3000,162988
8940,C,F1,F11,3000,41195
8941,E,D1,B11,3000,297526
8942,C,E1,B11,3000,49912
8943,A,A1,F11,3000,214845
8944,A,F1,C11,40000,105023
8945,E,F1,A11,3000,243380
8946,B,E1,B11,3000,20115
8947,B,A1,E11,3000,93016
8948,D,E1,F11,3000,59448
8949,E,A1,D11,3000,2968
8950,E,A1,E11,40000,238154
8951,F,A1,D11,40000,129002
8952,F,C1,D11,40000,15913
8953,E,A1,E11,3000,92339
8954,E,B1,B11,40000,199673
8955,B,D1,B11,3000,105977
8956,A,E1,E11,3000,219130
8957,C,C1,D11,3000,128241
8958,F,D1,B11,40000,149679
8959,E,D1,E11,40000,87795
8960,D,F1,B11,3000,152396
8961,C,A1,A11,40000,225126
8962,C,C1,F11,3000,60489
8963,C,E1,E11,40000,273277
8964,A,E1,F11,40000,71358
8965,D,B1,C11,40000,136357
8966,A,C1,E11,40000,153228
8967,A,D1,C11,3000,272543
8968,E,E1,E11,3000,144095
8969,F,D1,D11,3000,294957
8970,E,E1,E11,40000,256550
8971,C,F1,F11,40000,181397
8972,A,A1,B11,40000,248759
8973,B,E1,D11,40000,257307
8974,B,F1,A11,40000,154710
8975,A,E1,D11,3000,149776
8976,F,E1,E11,3000,209108
8977,B,A1,D11,40000,207463
8978,F,D1,C11,3000,68735
8979,D,A1,C11,40000,255759
8980,B,C1,E11,40000,51210
8981,D,D1,A11,3000,297633
8982,C,D1,A11,40000,216280
8983,F,B1,D11,3000,275295
8984,D,C1,E11,40000,200512
8985,F,D1,A11,3000,28028
8986,F,D1,D11,40000,128403
8987,E,B1,F11,3000,256686
8988,D,A1,C11,3000,281605
8989,B,A1,F11,3000,154964
8990,D,F1,B11,40000,211554
8991,A,F1,C11,40000,93151
8992,D,C1,F11,40000,160104
8993,C,D1,B11,40000,202933
8994,F,C1,F11,3000,48384
8995,D,A1,B11,3000,128639
8996,F,C1,B11,3000,196204
8997,E,C1,C11,40000,190199
8998,C,F1,A11,3000,271737
8999,F,E1,B11,3000,169364
9000,B,C1,A11,3000,80966
9001,E,E1,D11,40000,17869
9002,F,F1,F11,40000,155615
9003,C,B1,A11,3000,108455
9004,F,C1,C11,40000,15834
9005,F,F1,C11,40000,179231
9006,F,F1,B11,3000,20818
9007,B,F1,C11,40000,291853
9008,A,C1,D11,3000,172901
9009,B,F1,A11,40000,31614
9010,C,F1,B11,40000,190964
9011,B,B1,E11,40000,293949
9012,D,F1,D11,3000,111420
9013,E,A1,E11,3000,95306
9014,B,C1,D11,40000,83568
9015,B,A1,E11,3000,69037
9016,E,E1,F11,40000,224720
9017,D,F1,F11,40000,35393
9018,F,B1,B11,3000,66681
9019,F,B1,F11,40000,272032
9020,D,F1,A11,40000,77096
9021,A,E1,F11,40000,288553
9022,F,F1,E11,40000,160069
9023,D,A1,C11,3000,207613
9024,E,A1,D11,3000,287697
9025,B,B1,E11,3000,151193
9026,B,E1,F11,3000,127003
9027,A,F1,E11,40000,36601
9028,A,F1,C11,40000,201299
9029,C,B1,F11,3000,71927
9030,D,D1,F11,3000,220649
9031,C,A1,D11,40000,25706
9032,D,C1,F11,3000,132556
9033,F,A1,D11,40000,283104
9034,C,F1,D11,3000,121231
9035,F,F1,B11,40000,72793
9036,C,C1,C11,3000,35456
9037,C,C1,A11,40000,244933
9038,A,A1,F11,40000,5748
9039,D,B1,C11,3000,36224
9040,C,D1,E11,3000,176946
9041,D,C1,E11,3000,10354
9042,B,C1,E11,3000,108162
9043,C,F1,F11,3000,287031
9044,F,C1,B11,40000,246494
9045,A,D1,B11,40000,240661
9046,B,F1,D11,3000,96636
9047,F,D1,C11,3000,71325
9048,B,A1,D11,3000,126976
9049,E,B1,B11,3000,256423
9050,D,E1,F11,40000,265104
9051,E,A1,D11,3000,38166
9052,E,B1,E11,3000,124470
9053,C,B1,B11,40000,245456
9054,C,A1,F11,3000,52354
9055,F,E1,D11,3000,11804
9056,C,B1,C11,3000,119989
9057,E,E1,A11,3000,138999
9058,D,D1,F11,40000,221227
9059,E,C1,A11,3000,151420
9060,C,D1,F11,3000,75716
9061,A,D1,E11,3000,124419
9062,A,A1,B11,40000,160488
9063,E,F1,F11,3000,298211
9064,C,F1,B11,3000,97695
9065,A,F1,C11,40000,196739
9066,A,C1,A11,3000,154545
9067,C,D1,C11,3000,24711
9068,F,D1,B11,3000,152225
9069,D,D1,F11,40000,38774
9070,C,D1,B11,40000,155261
9071,F,D1,C11,40000,100280
9072,A,C1,C11,40000,215251
9073,D,F1,D11,40000,221852
9074,A,E1,C11,40000,207525
9075,B,B1,C11,40000,69318
9076,C,B1,F11,3000,227669
9077,F,A1,E11,40000,28528
9078,F,A1,F11,3000,141168
9079,D,A1,D11,3000,259130
9080,F,A1,A11,3000,45789
9081,A,D1,A11,3000,223932
9082,C,B1,F11,40000,473
9083,D,F1,B11,3000,97538
9084,B,B1,D11,40000,269019
9085,D,C1,B11,3000,218815
9086,A,E1,E11,3000,216976
9087,A,A1,D11,40000,96356
9088,D,E1,B11,40000,24688
9089,F,B1,E11,40000,45294
9090,A,E1,E11,3000,279427
9091,E,E1,C11,40000,292907
9092,A,D1,B11,40000,117265
9093,D,E1,D11,40000,242073
9094,B,E1,A11,40000,100286
9095,C,E1,E11,3000,63758
9096,C,A1,C11,3000,69670
9097,C,D1,F11,3000,195639
9098,C,E1,F11,40000,208897
9099,C,B1,B11,3000,140566
9100,D,B1,E11,40000,212399
9101,E,F1,F11,3000,7553
9102,C,A1,C11,3000,216718
9103,C,B1,F11,40000,53070
9104,E,B1,D11,40000,114809
9105,F,A1,D11,3000,51215
9106,D,F1,C11,3000,249792
9107,F,E1,B11,40000,47164
9108,E,F1,E11,40000,69319
9109,A,D1,A11,3000,235582
9110,D,C1,F11,40000,187078
9111,D,A1,D11,40000,124536
9112,B,D1,C11,3000,100092
9113,E,B1,F11,40000,97022
9114,D,B1,E11,40000,188777
9115,F,F1,A11,3000,133501
9116,F,A1,D11,3000,90296
9117,B,A1,D11,3000,120407
9118,A,F1,B11,3000,233182
9119,A,B1,E11,40000,14614
9120,B,D1,A11,3000,72328
9121,C,F1,B11,40000,211332
9122,D,B1,C11,3000,227882
9123,F,E1,D11,40000,180566
9124,E,B1,F11,40000,223858
9125,D,A1,E11,40000,298225
9126,E,E1,A11,3000,100512
9127,E,D1,C11,3000,195197
9128,D,A1,B11,3000,121166
9129,A,A1,F11,3000,288900
9130,A,D1,A11,3000,206074
9131,B,F1,D11,40000,142203
9132,D,D1,A11,3000,223074
9133,E,C1,E11,3000,92085
9134,F,A1,C11,3000,287329
9135,F,C1,E11,3000,122411
9136,E,A1,C11,40000,222916
