Id,Car Make,Production Year,Car Mileage,Cost
8710,Mercedes,1997,164160,40000
8711,Audi,2004,181287,3000
8712,Audi,2011,196378,40000
8713,Land Rover,2003,287255,3000
8714,Lamborghini,1989,63508,3000
8715,Volvo,1990,43081,3000
8716,Honda,2009,276128,40000
8717,Suzuki,1998,121263,3000
8718,Mercedes,2014,287862,3000
8719,Mazda,1993,11619,3000
8720,Volkswagen,2016,95922,3000
8721,Volkswagen,2020,281172,3000
8722,Land Rover,2004,60707,3000
8723,Volvo,2007,246108,40000
8724,Nissan,2014,222843,40000
8725,Porsche,1978,202364,40000
8726,Audi,1978,216565,40000
8727,Kia,2009,131271,40000
8728,Land Rover,1981,192134,40000
8729,Volkswagen,1970,261343,3000
8730,Subaru,1978,3723,40000
8731,Hyundai,2021,6017,40000
8732,Ford,1993,127202,40000
8733,Suzuki,1993,185026,3000
8734,Mazda,2009,242370,3000
8735,Lamborghini,1981,68261,40000
8736,BMW,1971,159473,3000
8737,Ford,1988,184041,3000
8738,Volvo,2020,279616,40000
8739,Suzuki,2023,56435,3000
8740,Suzuki,2015,146556,3000
8741,Suzuki,1973,263,40000
8742,Land Rover,1985,26902,3000
8743,Lamborghini,2007,84971,40000
8744,Land Rover,2013,262685,3000
8745,Jaguar,1980,256356,3000
8746,Porsche,1982,230515,3000
8747,Subaru,1991,3812,40000
8748,Porsche,1998,21387,40000
8749,Suzuki,1993,258803,40000
8750,Volkswagen,1978,276376,3000
8751,Kia,1978,17218,40000
8752,Mercedes,2002,135173,3000
8753,Jaguar,1998,75795,3000
8754,Subaru,2006,135887,3000
8755,Toyota,1984,136354,40000
8756,Volvo,1983,56244,3000
8757,Lamborghini,1974,210002,40000
8758,Land Rover,1991,126432,40000
8759,Ferrari,1972,138603,40000
8760,Mercedes,1979,41854,40000
8761,Kia,2009,264400,3000
8762,Chevrolet,2012,31400,40000
8763,Subaru,1987,111642,3000
8764,BMW,1998,208387,40000
8765,Kia,1985,40323,40000
8766,Jaguar,2006,75212,40000
8767,Hyundai,2006,130849,3000
8768,Ferrari,2009,295913,3000
8769,Nissan,1971,21502,40000
8770,Nissan,2016,77853,40000
8771,Kia,1973,54037,40000
8772,Toyota,2019,114963,3000
8773,Tesla,2013,8176,3000
8774,Toyota,1976,202368,3000
8775,Suzuki,2010,173962,3000
8776,Ferrari,1981,191305,40000
8777,Toyota,1976,258992,40000
8778,Ferrari,1971,9287,3000
8779,Volvo,2022,96972,3000
8780,Mazda,2008,51029,40000
8781,Jaguar,2002,65292,40000
8782,Audi,2011,187713,40000
8783,Ford,1990,279583,3000
8784,Ford,1995,11184,40000
8785,Suzuki,1972,215891,3000
8786,Chevrolet,2008,222584,3000
8787,Tesla,2014,40289,3000
8788,Kia,1984,90442,40000
8789,Volkswagen,1977,255111,40000
8790,Ford,2021,172181,3000
8791,Kia,2016,261990,40000
8792,Toyota,1992,140271,40000
8793,Tesla,2006,185688,3000
8794,Subaru,2023,218174,40000
8795,Kia,2003,164069,40000
8796,Nissan,1994,289022,3000
8797,Chevrolet,2007,82716,40000
8798,Kia,1999,210469,40000
8799,Volkswagen,2002,123341,3000
8800,Volvo,1990,247795,40000
8801,Ford,2004,229556,40000
8802,Land Rover,1979,216868,3000
8803,Hyundai,1970,59296,40000
8804,Porsche,1978,205058,40000
8805,Honda,1988,42799,40000
8806,Hyundai,2001,268409,3000
8807,Suzuki,1974,128770,40000
8808,Tesla,1983,262281,40000
8809,Toyota,1983,265827,40000
8810,Nissan,1997,258852,3000
8811,Chevrolet,2007,10063,3000
8812,Tesla,2006,64346,3000
8813,Suzuki,1970,195600,40000
8814,Mazda,2015,283213,40000
8815,Mazda,1970,185425,40000
8816,Honda,2019,65728,40000
8817,Jaguar,2008,70630,3000
8818,Suzuki,1991,289685,3000
8819,Ferrari,1975,214854,3000
8820,Subaru,1986,118205,3000
8821,Audi,1976,709,40000
8822,Land Rover,1988,156785,40000
8823,Suzuki,2007,121095,3000
8824,Ferrari,2023,122120,3000
8825,Lamborghini,1988,233323,3000
8826,Ferrari,2021,266475,3000
8827,Kia,1987,55514,3000
8828,Audi,2002,163497,3000
8829,Lamborghini,2020,19141,40000
8830,Volkswagen,2011,32924,3000
8831,BMW,1983,298682,40000
8832,Mazda,1999,187209,3000
8833,Kia,2011,66645,40000
8834,Lamborghini,2007,139383,3000
8835,Audi,2019,10424,40000
8836,Land Rover,1982,170201,40000
8837,Land Rover,1998,185962,3000
8838,Porsche,1977,247705,3000
8839,Land Rover,1977,67966,3000
8840,Nissan,2020,271530,40000
8841,Suzuki,2009,212982,3000
8842,Toyota,2019,146416,3000
8843,Chevrolet,1993,115103,40000
8844,Suzuki,2020,46277,40000
8845,Ford,1978,245143,3000
8846,Lamborghini,2015,296590,40000
8847,Mazda,1970,283400,3000
8848,BMW,2003,53073,3000
8849,Porsche,1973,62332,40000
8850,Volkswagen,2010,152263,40000
8851,Land Rover,1992,199200,40000
8852,Toyota,1996,5500,40000
8853,Hyundai,1997,65433,40000
8854,Audi,2021,67030,3000
8855,Ferrari,2008,61578,40000
8856,Subaru,1981,140296,40000
8857,Land Rover,1995,107407,3000
8858,Toyota,2001,156126,40000
8859,Porsche,1996,44134,3000
8860,Kia,1992,22618,3000
8861,Land Rover,1978,227925,3000
8862,Kia,2019,15370,3000
8863,Lamborghini,1984,187620,40000
8864,Land Rover,1976,262278,40000
8865,Volkswagen,2006,57597,3000
8866,Porsche,1973,51466,3000
8867,Porsche,2023,157634,3000
8868,Toyota,2000,177681,3000
8869,Lamborghini,2019,292306,40000
8870,Nissan,2011,240544,3000
8871,Chevrolet,2005,77291,3000
8872,Lamborghini,2022,124480,40000
8873,Toyota,1972,44676,3000
8874,Land Rover,1993,161721,40000
8875,Subaru,2018,73558,40000
8876,Volvo,1984,168388,3000
8877,Ferrari,1997,217857,3000
8878,Subaru,2005,255199,3000
8879,Jaguar,2019,222867,3000
8880,Honda,2002,220385,3000
8881,Lamborghini,2022,250302,40000
8882,Mercedes,2013,231474,3000
8883,Suzuki,1988,79374,40000
8884,Ford,2001,105732,40000
8885,Kia,2017,85519,3000
8886,Suzuki,2023,197424,40000
8887,Mazda,2005,269749,40000
8888,Mercedes,1994,201840,3000
8889,Tesla,2006,185967,40000
8890,Hyundai,1995,84838,3000
8891,Lamborghini,1987,12997,3000
8892,Ford,2014,41817,3000
8893,BMW,2020,202888,40000
8894,Kia,1997,111210,40000
8895,Suzuki,1990,106499,40000
8896,Porsche,2001,297204,40000
8897,Mercedes,2006,88610,40000
8898,Jaguar,2021,203432,3000
8899,Audi,2005,299136,40000
8900,Ford,2018,20948,40000
8901,Ferrari,1974,35007,40000
8902,Audi,1972,235442,40000
8903,Kia,1990,97083,40000
8904,Porsche,1989,9648,40000
8905,BMW,1983,163907,40000
8906,Mercedes,2012,185856,40000
8907,Ferrari,1991,96514,3000
8908,Jaguar,1995,103392,40000
8909,Suzuki,2018,135627,40000
8910,Suzuki,2013,297139,3000
8911,Nissan,1988,18187,3000
8912,Hyundai,1979,101591,40000
8913,Volkswagen,1975,280432,3000
8914,Hyundai,2004,115485,40000
8915,BMW,1988,134488,40000
8916,Lamborghini,2009,21771,40000
8917,Subaru,2006,229702,40000
8918,Audi,2022,47817,40000
8919,Mercedes,1989,254026,40000
8920,Porsche,1979,1533,40000
8921,Tesla,1977,89674,40000
8922,Mazda,2006,85401,3000
8923,Chevrolet,1987,268638,40000
8924,Subaru,1983,161878,3000
8925,Lamborghini,1975,264983,3000
8926,Toyota,2016,63937,3000
8927,Volvo,1975,208615,40000
8928,Subaru,1971,35122,3000
8929,Mercedes,1974,221395,3000
8930,Ford,1999,184146,40000
8931,Toyota,2018,56173,40000
8932,Lamborghini,1971,294651,3000
8933,Hyundai,1970,175809,3000
8934,Volkswagen,2012,186509,40000
8935,Suzuki,2023,265666,3000
8936,Ferrari,2003,25839,3000
8937,Land Rover,1988,5871,40000
8938,Honda,1986,111119,3000
8939,Honda,1986,83570,40000
8940,Porsche,1973,245417,40000
8941,Volkswagen,1990,162166,40000
8942,Volkswagen,2019,207616,3000
8943,Kia,1989,48400,40000
8944,Tesla,2005,176677,40000
8945,Chevrolet,2013,223417,3000
8946,BMW,2023,90434,40000
8947,Audi,1986,65306,3000
8948,Tesla,2010,119019,3000
8949,Mazda,2021,157845,40000
8950,Hyundai,1976,82811,3000
8951,Porsche,1989,293659,40000
8952,Mercedes,1977,128101,40000
8953,Suzuki,2014,92478,3000
8954,Ford,2000,229511,40000
8955,Ford,2019,180394,40000
8956,Lamborghini,1979,107673,40000
8957,Land Rover,1980,185800,40000
8958,Volvo,2005,249601,40000
8959,Mazda,2009,309,40000
8960,Volkswagen,1999,25004,40000
8961,Honda,2017,232900,3000
8962,Ford,1977,159321,40000
8963,BMW,1972,270199,40000
8964,Kia,1978,40673,40000
8965,Mazda,1998,3494,40000
8966,Suzuki,1977,263923,40000
8967,Suzuki,1990,26252,40000
8968,Jaguar,1988,38968,40000
8969,Ferrari,2003,247047,40000
8970,Ford,2004,46220,3000
8971,Ford,2022,26294,40000
8972,Subaru,1998,258749,3000
8973,Ferrari,1977,21712,40000
8974,Toyota,2017,217302,40000
8975,Audi,1983,78935,3000
8976,Chevrolet,1988,72405,40000
8977,Honda,1991,4896,40000
8978,Jaguar,2005,281817,3000
8979,Chevrolet,2016,267538,40000
8980,Volvo,2017,205600,40000
8981,Ford,1991,167749,3000
8982,Kia,2006,139349,40000
8983,Hyundai,1976,280041,3000
8984,Kia,1981,183026,3000
8985,Porsche,2009,47532,40000
8986,Subaru,2013,135904,40000
8987,Porsche,2009,236356,3000
8988,Mazda,1981,218158,40000
8989,Kia,1990,69980,40000
8990,Suzuki,2014,45315,40000
8991,Porsche,2017,124553,40000
8992,Porsche,2019,83106,40000
8993,Porsche,1988,187001,3000
8994,Volvo,1972,266338,40000
8995,Suzuki,2023,59250,3000
8996,Porsche,2021,261582,3000
8997,Subaru,1984,261438,3000
8998,Lamborghini,2000,39308,40000
8999,Subaru,2012,203150,40000
9000,Land Rover,2009,171790,3000
9001,Chevrolet,2023,274088,3000
9002,Honda,1972,104009,40000
9003,Chevrolet,1996,12915,3000
9004,Volkswagen,1973,203348,3000
9005,Audi,1977,256054,40000
9006,Suzuki,1975,168851,3000
9007,Toyota,1978,30942,3000
9008,Tesla,1979,278467,3000
9009,Ferrari,2006,86019,40000
9010,Tesla,1973,23074,3000
9011,Honda,2004,290068,3000
9012,Mazda,1997,289385,3000
9013,Land Rover,1978,238632,3000
9014,Subaru,1998,79005,40000
9015,Tesla,1983,133886,40000
9016,Toyota,2019,200029,3000
9017,Audi,1981,122118,40000
9018,Audi,2019,160542,3000
9019,Suzuki,2003,259035,40000
9020,Porsche,1986,45115,40000
9021,Ford,2008,289876,40000
9022,Suzuki,1980,52617,3000
9023,Lamborghini,2015,92979,3000
9024,Mazda,2015,163439,3000
9025,Hyundai,1986,17078,3000
9026,Volvo,1993,53017,3000
9027,Volvo,2013,51815,40000
9028,Ferrari,1999,252847,40000
9029,Kia,2019,158546,40000
9030,Hyundai,1997,281601,40000
9031,Mercedes,1994,216206,40000
9032,Ferrari,1999,4658,3000
9033,Toyota,1987,217708,40000
9034,Honda,1971,91618,40000
9035,Tesla,1986,111779,3000
9036,Suzuki,1973,64972,40000
9037,Suzuki,1977,185184,3000
9038,Kia,2000,228953,3000
9039,Mazda,1990,240793,40000
9040,Porsche,1995,88823,40000
9041,Volvo,1999,69355,40000
9042,Land Rover,2005,31073,40000
9043,Kia,2015,177233,3000
9044,Hyundai,2012,141657,3000
9045,Kia,1974,202915,40000
9046,Mercedes,1993,282833,40000
9047,Chevrolet,2022,95161,3000
9048,Suzuki,1998,162634,40000
9049,Hyundai,1971,171216,40000
9050,Jaguar,1979,93438,3000
9051,Ferrari,1990,249059,3000
9052,Land Rover,1978,21783,3000
9053,Chevrolet,2006,15618,3000
9054,Audi,2000,189858,3000
9055,Ford,1975,62379,3000
9056,Nissan,2018,30468,3000
9057,Suzuki,2008,46743,3000
9058,Land Rover,2009,164907,3000
9059,Subaru,2008,2684,3000
9060,Subaru,2017,12728,40000
9061,Volvo,1977,192602,40000
9062,Chevrolet,1972,53721,3000
9063,Subaru,2020,212308,40000
9064,BMW,2012,14677,40000
9065,Jaguar,1987,235521,3000
9066,Lamborghini,2023,104919,40000
9067,BMW,1970,121569,3000
9068,Lamborghini,1990,50607,40000
9069,Subaru,2019,272052,3000
9070,Land Rover,1993,85459,3000
9071,Jaguar,1983,67809,40000
9072,Ferrari,1984,239600,40000
9073,Tesla,2015,129405,40000
9074,Ford,2001,52443,3000
9075,Volkswagen,2015,59140,3000
9076,Volkswagen,1992,36954,3000
9077,Subaru,1975,188801,40000
9078,Nissan,1995,4224,40000
9079,Audi,2019,249595,40000
9080,Porsche,2014,256805,40000
9081,Lamborghini,2008,32616,3000
9082,Nissan,2015,185364,40000
9083,Ferrari,2010,47198,40000
9084,BMW,2000,44288,40000
9085,Chevrolet,1973,57447,40000
9086,Volkswagen,1978,274397,40000
9087,Kia,2002,256043,3000
9088,Nissan,1994,20532,3000
9089,Audi,2001,290748,3000
9090,Volvo,1971,249667,40000
9091,Ford,2007,105365,40000
9092,Tesla,1970,30760,40000
9093,Chevrolet,1999,4250,3000
9094,Mercedes,2013,247113,3000
9095,Honda,1976,55441,40000
9096,Ferrari,1981,149814,40000
9097,Subaru,1973,106966,40000
9098,Hyundai,2021,77027,40000
9099,Ford,1984,121772,40000
9100,Land Rover,1976,8879,40000
9101,Porsche,1972,278300,3000
9102,Subaru,2023,19055,3000
9103,Hyundai,2000,27695,40000
9104,Land Rover,1974,263217,40000
9105,Volkswagen,1999,40460,3000
9106,Toyota,2004,37502,3000
9107,Tesla,2002,227644,40000
9108,Nissan,2000,227090,40000
9109,Land Rover,1996,33423,40000
9110,Audi,1980,172212,40000
9111,Volvo,2011,236715,40000
9112,Volvo,1987,280338,3000
9113,Toyota,1992,32486,40000
9114,Honda,1997,108346,3000
9115,Volvo,2014,270190,40000
9116,Tesla,2003,189538,40000
9117,Kia,1986,155523,3000
9118,Kia,1995,283172,3000
9119,Toyota,1993,253646,40000
9120,Land Rover,1980,85266,3000
9121,Audi,2018,226627,40000
9122,Chevrolet,1996,14312,3000
9123,Lamborghini,1970,270289,3000
9124,Toyota,2002,213182,3000
9125,Land Rover,2005,213921,40000
9126,Kia,1970,141064,3000
9127,Subaru,1971,157868,40000
9128,Audi,1978,599,3000
9129,Suzuki,1982,280398,40000
9130,Volkswagen,2013,190335,40000
9131,Ferrari,2010,166573,40000
9132,Volkswagen,2017,213551,3000
9133,Honda,1979,159503,40000
9134,Lamborghini,2015,82074,40000
9135,Ferrari,1990,19063,3000
9136,Land Rover,1999,147605,3000
9137,Suzuki,2020,218662,40000
9138,Suzuki,2022,202691,40000
9139,Toyota,2017,76754,3000
9140,Suzuki,1974,11635,3000
9141,Honda,2012,249560,3000
9142,Volvo,2017,187768,40000
9143,Ferrari,2008,201006,40000
9144,Subaru,1974,66355,3000
9145,Ford,1974,211854,40000
9146,Land Rover,2003,256647,3000
9147,Audi,1985,214551,40000
9148,Ford,1973,37550,3000
9149,BMW,2001,126301,3000
9150,Suzuki,2023,47604,40000
9151,Lamborghini,2007,251024,40000
9152,Porsche,2018,212358,3000
9153,Audi,1985,285727,40000
9154,Subaru,1998,140235,3000
9155,Chevrolet,2013,145345,40000
9156,Porsche,2004,224897,40000
9157,Subaru,1980,43844,40000
9158,Mercedes,1985,228741,40000
9159,Tesla,2013,39645,40000
9160,Honda,2006,273659,3000
9161,Volvo,2008,30180,3000
9162,Toyota,2010,297659,3000
9163,Mercedes,1972,126528,3000
9164,Tesla,1974,235073,40000
9165,Subaru,2012,187417,40000
9166,Honda,1975,3691,3000
9167,Volkswagen,2019,217144,3000
9168,Volkswagen,2012,25709,40000
9169,Hyundai,1980,252124,40000
9170,Jaguar,2023,276168,40000
9171,Chevrolet,1978,241457,40000
9172,Lamborghini,2015,216604,3000
9173,Volkswagen,1992,233250,40000
9174,Audi,1992,177722,40000
9175,Ford,2019,78536,40000
9176,Porsche,1997,296913,40000
9177,Ferrari,1982,166400,3000
9178,Mazda,1974,98763,40000
9179,Mazda,2023,194340,3000
9180,Land Rover,1973,154276,3000
9181,Toyota,1990,11841,40000
9182,Ford,1970,57457,3000
9183,Tesla,2003,82422,40000
9184,Toyota,1975,106680,3000
9185,Jaguar,2012,245941,40000
9186,Ferrari,1986,205319,40000
9187,Tesla,1987,52944,40000
9188,Ford,1991,108078,3000
9189,Volvo,1976,11533,3000
9190,BMW,2004,142824,3000
9191,Mazda,1982,137157,40000
9192,Jaguar,1985,85112,40000
9193,Volvo,1973,60746,40000
9194,Kia,2005,176216,3000
9195,Suzuki,1999,96993,3000
9196,Land Rover,2011,260647,3000
9197,Chevrolet,1970,203125,3000
9198,Jaguar,2010,250277,3000
9199,Hyundai,1986,71809,3000
9200,Volvo,1983,5868,3000
9201,Suzuki,2023,132943,40000
9202,BMW,1997,95024,40000
9203,Tesla,2011,105801,3000
9204,Honda,1995,35810,40000
9205,Audi,1977,219598,3000
9206,Ford,1977,222202,3000
9207,Mercedes,1987,285821,3000
9208,Porsche,1990,196296,40000
9209,Audi,1978,59618,40000
9210,Porsche,1984,291660,40000
9211,Toyota,2020,63360,3000
9212,Nissan,1973,95885,40000
9213,Honda,1971,232008,3000
9214,Ferrari,1988,137532,3000
9215,Toyota,2022,174114,40000
9216,Volvo,2001,58833,40000
9217,Toyota,2003,211313,40000
9218,Volvo,1974,259806,3000
9219,Subaru,1979,134649,40000
9220,Subaru,1998,41917,3000
9221,Subaru,2005,268481,3000
9222,Subaru,2017,6280,3000
9223,Ferrari,1979,182621,3000
9224,Tesla,2003,259783,3000
9225,Kia,2006,72587,3000
9226,Volkswagen,2006,220054,40000
9227,Tesla,1975,122766,3000
9228,Land Rover,2004,107531,3000
9229,Kia,1974,182564,3000
9230,Suzuki,1991,250301,3000
9231,Volvo,2005,133242,40000
9232,Porsche,1987,276620,40000
9233,Tesla,1999,77690,3000
9234,Mazda,1991,26807,40000
9235,Tesla,1971,203520,40000
9236,BMW,1977,210028,40000
9237,BMW,1975,195733,3000
9238,Subaru,2023,98030,40000
9239,Ford,1981,210032,40000
9240,Mercedes,1999,102599,40000
9241,Volkswagen,2013,132770,3000
9242,Porsche,1976,265103,3000
9243,Suzuki,1992,281587,40000
9244,Honda,1996,57742,40000
9245,Audi,2013,200948,40000
9246,Tesla,1984,151442,3000
9247,Chevrolet,1976,126316,3000
9248,Porsche,2016,49754,3000
9249,Mazda,2015,292342,40000
9250,Suzuki,1992,163457,40000
9251,Suzuki,1997,26756,3000
9252,Honda,1980,201347,3000
9253,Land Rover,1996,278602,3000
9254,Chevrolet,1979,266430,3000
9255,Chevrolet,1999,29328,3000
9256,Kia,1982,226256,3000
9257,Subaru,1983,188619,40000
9258,Nissan,1995,231284,40000
9259,Suzuki,2020,97500,40000
9260,Lamborghini,1992,200972,3000
9261,Ferrari,2011,174772,3000
9262,Chevrolet,1995,155629,40000
9263,Chevrolet,2007,176099,40000
9264,Kia,2003,247286,40000
9265,Toyota,2007,51913,40000
9266,Chevrolet,2013,175478,40000
9267,Toyota,2009,187067,40000
9268,Lamborghini,1984,41366,40000
9269,Mercedes,1988,265350,3000
9270,Toyota,1976,287692,3000
9271,Suzuki,1987,91973,3000
9272,Honda,2020,10853,40000
9273,Jaguar,1995,242701,40000
9274,Mercedes,1998,167574,3000
9275,Porsche,1986,182399,3000
9276,Ferrari,1982,151302,3000
9277,Ferrari,2023,132967,3000
9278,Chevrolet,1984,237335,3000
9279,Mercedes,2013,204678,3000
9280,Mercedes,2017,162847,3000
9281,Nissan,2002,11594,3000
9282,Chevrolet,2008,132326,40000
9283,Land Rover,2019,128538,40000
9284,Nissan,2000,259746,40000
9285,Suzuki,1991,70248,40000
9286,Subaru,1998,83938,3000
9287,Ford,1983,15227,3000
9288,Mazda,1985,269808,40000
9289,Chevrolet,1981,125102,3000
9290,Audi,1998,33333,3000
9291,Ferrari,2017,197829,3000
9292,Hyundai,1990,96245,40000
9293,Nissan,2023,290287,40000
9294,Chevrolet,2022,250954,3000
9295,Kia,1987,240261,3000
9296,BMW,1974,264491,40000
9297,Toyota,2020,25804,40000
9298,Ford,2015,2303,3000
9299,Ford,1993,278755,40000
9300,Ferrari,2018,125683,3000
9301,Ferrari,1975,294902,40000
9302,Nissan,1989,209044,3000
9303,Subaru,1977,36726,40000
9304,BMW,1980,162754,40000
9305,Kia,1977,60784,40000
9306,BMW,2018,271031,3000
9307,Hyundai,2018,297255,40000
9308,Ford,1980,159661,40000
9309,Subaru,1998,151811,3000
9310,Tesla,2023,299776,40000
9311,Subaru,2021,211183,3000
9312,Subaru,1972,119821,3000
9313,Kia,1974,62672,3000
9314,Honda,2008,3105,3000
9315,BMW,2018,98752,3000
9316,Mercedes,2003,296559,40000
9317,Suzuki,2008,264075,40000
9318,Subaru,1993,286510,40000
9319,Porsche,1975,114246,40000
9320,Land Rover,2019,180564,3000
9321,Tesla,1970,35516,40000
9322,Subaru,2006,181361,40000
9323,Honda,2001,137131,3000
9324,Mercedes,2014,24583,40000
9325,Volkswagen,2004,8868,3000
9326,Hyundai,2023,257820,40000
9327,Ferrari,1979,103937,40000
9328,Nissan,1971,254752,40000
9329,Kia,1992,156232,3000
9330,Mercedes,1980,276560,3000
9331,Honda,1999,120859,3000
9332,Nissan,2018,262910,40000
9333,Mazda,2006,243552,3000
9334,Ferrari,2015,280211,40000
9335,Hyundai,1989,118109,3000
9336,Mercedes,2002,96751,40000
9337,Toyota,1976,64498,40000
9338,Subaru,1985,256581,3000
9339,Nissan,1970,282797,3000
9340,Porsche,1987,207476,3000
9341,Kia,2000,165252,3000
9342,Toyota,1970,298126,40000
9343,Land Rover,2000,105615,40000
9344,Volvo,1998,8097,40000
9345,Honda,2010,114424,3000
9346,Subaru,2014,136587,3000
9347,Volkswagen,1972,236218,3000
9348,Suzuki,1980,283173,40000
9349,Subaru,1989,213342,3000
9350,Hyundai,1992,177153,3000
9351,BMW,2020,283372,40000
9352,Lamborghini,2003,100850,40000
9353,Volkswagen,1988,228776,3000
9354,Tesla,1976,60498,3000
9355,Lamborghini,2003,263889,40000
9356,Subaru,2003,51174,40000
9357,Land Rover,1971,238999,3000
9358,Suzuki,2016,218359,3000
9359,Volvo,2001,14742,3000
9360,Chevrolet,2020,91118,40000
9361,Nissan,2019,166069,3000
9362,Subaru,2007,148410,3000
9363,Volkswagen,2019,106111,3000
9364,Kia,2014,246800,40000
9365,Kia,1970,173630,3000
9366,Honda,1974,111421,40000
9367,Chevrolet,2004,296128,3000
9368,Nissan,1986,292771,3000
9369,Ford,1990,92888,40000
9370,BMW,1970,2386,40000
9371,Mercedes,2017,136336,3000
9372,BMW,1976,196937,40000
9373,Tesla,2002,176118,40000
9374,Volvo,1978,189618,3000
9375,Toyota,1974,293188,40000
9376,Volvo,2017,222543,3000
9377,Porsche,1977,117659,40000
9378,Volvo,2023,146015,3000
9379,Volkswagen,1987,31895,40000
9380,Ferrari,1994,218274,40000
9381,Chevrolet,2014,230003,40000
9382,Kia,2013,186242,3000
9383,Mazda,2007,122778,40000
9384,Mercedes,2012,57861,40000
9385,Subaru,1990,271960,3000
9386,Jaguar,1992,269972,40000
9387,Volvo,2009,27362,40000
9388,Ferrari,2010,294018,40000
9389,BMW,2019,185479,40000
9390,Subaru,1971,223380,3000
9391,Porsche,1979,35963,3000
9392,Jaguar,1970,231947,40000
9393,Subaru,1984,158204,40000
9394,Ford,2000,169229,3000
9395,Subaru,2022,22337,40000
9396,Subaru,2011,107997,40000
9397,Land Rover,2001,14670,3000
9398,Nissan,2012,27195,3000
9399,BMW,1988,48834,3000
9400,Lamborghini,1985,124905,40000
9401,Chevrolet,1981,29227,40000
9402,Jaguar,1989,258687,3000
9403,BMW,2013,287907,40000
9404,Lamborghini,1983,46305,3000
9405,Honda,1982,83448,40000
9406,Toyota,2001,38842,40000
9407,Suzuki,2014,41213,40000
9408,Audi,2010,14217,40000
9409,Volkswagen,2008,189373,3000
9410,Toyota,2005,32205,40000
9411,Volkswagen,1973,37134,3000
9412,Tesla,1988,165424,40000
9413,Volvo,1982,65732,3000
9414,Jaguar,1984,177883,40000
9415,Ford,2012,71545,3000
9416,Audi,2007,217166,40000
9417,Chevrolet,1991,56385,40000
9418,Tesla,2023,92413,3000
9419,Honda,1987,271070,3000
9420,Jaguar,1997,78827,3000
9421,Honda,2015,118472,40000
9422,Mazda,1977,296441,3000
9423,Porsche,2005,173587,40000
9424,Mazda,2015,66662,40000
9425,BMW,2011,229762,40000
9426,Volkswagen,1997,35261,40000
9427,Subaru,1997,253481,3000
9428,Ford,2010,169194,40000
9429,Lamborghini,1987,144813,40000
